address_name,address_url,address_type,address_price,address_bedrooms,address_bathrooms,address_sqft
"2470 Kalakaua Ave APT 1003, Honolulu, HI 96815",https://www.zillow.com/homedetails/2470-Kalakaua-Ave-APT-1003-Honolulu-HI-96815/82431644_zpid/,Condo for sale,"$628,000.00",2 bds,2 ba,"1,025 sqft"
"67-245 Kaui St, Waialua, HI 96791",https://www.zillow.com/homedetails/67-245-Kaui-St-Waialua-HI-96791/657040_zpid/,House for sale,"$725,000.00",5 bds,4 ba,"1,488 sqft"
"3033 Woolsey Pl, Honolulu, HI 96822",https://www.zillow.com/homedetails/3033-Woolsey-Pl-Honolulu-HI-96822/597720_zpid/,House for sale,"$955,000.00",5 bds,2 ba,"1,610 sqft"
"3288 Pawaina St, Honolulu, HI 96822",https://www.zillow.com/homedetails/3288-Pawaina-St-Honolulu-HI-96822/597175_zpid/,House for sale,"$1,175,000.00",3 bds,2 ba,"1,334 sqft"
"89-554 Farrington Hwy, Waianae, HI 96792",https://www.zillow.com/homedetails/89-554-Farrington-Hwy-Waianae-HI-96792/668325_zpid/,House for sale,"$447,000.00",4 bds,3 ba,"1,344 sqft"
"1837 Kalakaua Ave APT 2405, Honolulu, HI 96815",https://www.zillow.com/homedetails/1837-Kalakaua-Ave-APT-2405-Honolulu-HI-96815/82457590_zpid/,Condo for sale,"$1,095,000.00",2 bds,2 ba,"1,381 sqft"
"2092 Kuhio Ave APT 2402, Honolulu, HI 96815",https://www.zillow.com/homedetails/2092-Kuhio-Ave-APT-2402-Honolulu-HI-96815/82463688_zpid/,Condo for sale,"$438,000.00",1 bd,1 ba,559 sqft
"1643 Liliha St APT C, Honolulu, HI 96817",https://www.zillow.com/homedetails/1643-Liliha-St-APT-C-Honolulu-HI-96817/119089727_zpid/,House for sale,"$550,000.00",3 bds,2 ba,940 sqft
"1920 Ala Moana Blvd APT 1107, Honolulu, HI 96815",https://www.zillow.com/homedetails/1920-Ala-Moana-Blvd-APT-1107-Honolulu-HI-96815/82476140_zpid/,Condo for sale,"$100,000.00",Studio,1 ba,320 sqft
"3639 Diamond Head Rd, Honolulu, HI 96816",https://www.zillow.com/homedetails/3639-Diamond-Head-Rd-Honolulu-HI-96816/600900_zpid/,House for sale,"$15,800,000.00",3 bds,5 ba,"3,168 sqft"
"315 Opihikao Pl #441, Honolulu, HI 96825",https://www.zillow.com/homedetails/315-Opihikao-Pl-441-Honolulu-HI-96825/82449353_zpid/,Townhouse for sale,"$1,195,000.00",3 bds,3 ba,"1,557 sqft"
"1805 Holapa St, Honolulu, HI 96818",https://www.zillow.com/homedetails/1805-Holapa-St-Honolulu-HI-96818/716074_zpid/,House for sale,"$895,000.00",3 bds,2 ba,"1,458 sqft"
"1221 Victoria St APT 705, Honolulu, HI 96814",https://www.zillow.com/homedetails/1221-Victoria-St-APT-705-Honolulu-HI-96814/82450267_zpid/,Condo for sale,"$232,500.00",2 bds,2 ba,"1,634 sqft"
"2947 Kalakaua Ave APT 201, Honolulu, HI 96815",https://www.zillow.com/homedetails/2947-Kalakaua-Ave-APT-201-Honolulu-HI-96815/82430978_zpid/,Condo for sale,"$179,000.00",1 bd,1 ba,944 sqft
"91-219 Kolili Pl, Kapolei, HI 96707",https://www.zillow.com/homedetails/91-219-Kolili-Pl-Kapolei-HI-96707/674623_zpid/,House for sale,"$695,000.00",3 bds,3 ba,"1,315 sqft"
"1702 Kewalo St APT 1103, Honolulu, HI 96822",https://www.zillow.com/homedetails/1702-Kewalo-St-APT-1103-Honolulu-HI-96822/82446565_zpid/,Condo for sale,"$399,500.00",2 bds,1 ba,736 sqft
"3229 Diamond Head Rd, Honolulu, HI 96815",https://www.zillow.com/homedetails/3229-Diamond-Head-Rd-Honolulu-HI-96815/600879_zpid/,House for sale,"$12,850,000.00",3 bds,4 ba,"3,926 sqft"
"7018 Hawaii Kai Dr UNIT 615, Honolulu, HI 96825",https://www.zillow.com/homedetails/7018-Hawaii-Kai-Dr-UNIT-615-Honolulu-HI-96825/82502064_zpid/,Auction,$453K,3 bds,3 ba,"1,595 sqft"
"120 Hanohano Pl, Honolulu, HI 96825",https://www.zillow.com/homedetails/120-Hanohano-Pl-Honolulu-HI-96825/625456_zpid/,House for sale,"$3,800,000.00",6 bds,9 ba,"8,321 sqft"
"91-1191 Kaiau Ave APT 1606, Kapolei, HI 96707",https://www.zillow.com/homedetails/91-1191-Kaiau-Ave-APT-1606-Kapolei-HI-96707/111035990_zpid/,Townhouse for sale,"$535,000.00",3 bds,3 ba,"1,105 sqft"
"54-266 Honomu St, Hauula, HI 96717",https://www.zillow.com/homedetails/54-266-Honomu-St-Hauula-HI-96717/652380_zpid/,House for sale,"$399,000.00",4 bds,2 ba,"1,068 sqft"
"2005 9th Ave, Honolulu, HI 96816",https://www.zillow.com/homedetails/2005-9th-Ave-Honolulu-HI-96816/609063_zpid/,Apartment for sale,"$1,680,000.00",5 bds,5 ba,"3,496 sqft"
"2017 Iholena St, Honolulu, HI 96817",https://www.zillow.com/homedetails/2017-Iholena-St-Honolulu-HI-96817/588717_zpid/,House for sale,"$1,149,000.00",8 bds,4 ba,"3,645 sqft"
"3 Lumahai St, Honolulu, HI 96825",https://www.zillow.com/homedetails/3-Lumahai-St-Honolulu-HI-96825/618807_zpid/,House for sale,"$3,399,000.00",5 bds,4 ba,"3,939 sqft"
"2126 Aamanu St, Pearl City, HI 96782",https://www.zillow.com/homedetails/2126-Aamanu-St-Pearl-City-HI-96782/702960_zpid/,House for sale,"$699,000.00",5 bds,3 ba,"2,098 sqft"
"1288 Ala Moana Blvd #34DE, Honolulu, HI 96814",https://www.zillow.com/homedetails/1288-Ala-Moana-Blvd-34DE-Honolulu-HI-96814/2077798988_zpid/,Condo for sale,"$6,900,000.00",3 bds,3 ba,"3,512 sqft"
"91-1357 Kaileolea Dr, Ewa Beach, HI 96706",https://www.zillow.com/homedetails/91-1357-Kaileolea-Dr-Ewa-Beach-HI-96706/241841725_zpid/,House for sale,"$899,000.00",4 bds,3 ba,"1,931 sqft"
"44 Kaliko Dr, Wahiawa, HI 96786",https://www.zillow.com/homedetails/44-Kaliko-Dr-Wahiawa-HI-96786/660446_zpid/,House for sale,"$785,000.00",3 bds,3 ba,"1,584 sqft"
"3638 Crater Rd APT D, Honolulu, HI 96816",https://www.zillow.com/homedetails/3638-Crater-Rd-APT-D-Honolulu-HI-96816/603129_zpid/,House for sale,"$795,000.00",6 bds,2 ba,"1,627 sqft"
"3071 Felix St, Honolulu, HI 96816",https://www.zillow.com/homedetails/3071-Felix-St-Honolulu-HI-96816/608463_zpid/,House for sale,"$950,000.00",4 bds,3 ba,"1,716 sqft"
"838 Kealahou St, Honolulu, HI 96825",https://www.zillow.com/homedetails/838-Kealahou-St-Honolulu-HI-96825/625250_zpid/,House for sale,"$859,000.00",3 bds,2 ba,"1,379 sqft"
"2028 Oswald St, Honolulu, HI 96816",https://www.zillow.com/homedetails/2028-Oswald-St-Honolulu-HI-96816/608717_zpid/,House for sale,"$820,000.00",3 bds,2 ba,"1,500 sqft"
"1177 Queen St APT 3504, Honolulu, HI 96814",https://www.zillow.com/homedetails/1177-Queen-St-APT-3504-Honolulu-HI-96814/82478957_zpid/,Condo for sale,"$1,089,000.00",2 bds,2 ba,"1,157 sqft"
"94-543 Lumiaina St APT U105, Waipahu, HI 96797",https://www.zillow.com/homedetails/94-543-Lumiaina-St-APT-U105-Waipahu-HI-96797/2077795487_zpid/,Townhouse for sale,"$400,000.00",2 bds,1 ba,657 sqft
"238 Portlock Rd, Honolulu, HI 96825",https://www.zillow.com/homedetails/238-Portlock-Rd-Honolulu-HI-96825/618583_zpid/,House for sale,"$2,550,000.00",4 bds,5 ba,"3,665 sqft"
"2947 Kalakaua Ave APT 501, Honolulu, HI 96815",https://www.zillow.com/homedetails/2947-Kalakaua-Ave-APT-501-Honolulu-HI-96815/82515275_zpid/,Condo for sale,"$360,000.00",2 bds,1 ba,"1,064 sqft"
"84-810 Farrington Hwy #A, Waianae, HI 96792",https://www.zillow.com/homedetails/84-810-Farrington-Hwy-A-Waianae-HI-96792/304112413_zpid/,House for sale,"$520,000.00",3 bds,2 ba,"1,165 sqft"
"4630 Aukai Ave, Honolulu, HI 96816",https://www.zillow.com/homedetails/4630-Aukai-Ave-Honolulu-HI-96816/611688_zpid/,House for sale,"$4,250,000.00",5 bds,7 ba,"6,650 sqft"
"92-967 Kanehoa Loop, Kapolei, HI 96707",https://www.zillow.com/homedetails/92-967-Kanehoa-Loop-Kapolei-HI-96707/679828_zpid/,House for sale,"$895,000.00",4 bds,3 ba,"2,051 sqft"
"4423 Kahala Ave, Honolulu, HI 96816",https://www.zillow.com/homedetails/4423-Kahala-Ave-Honolulu-HI-96816/610529_zpid/,Lot / Land for sale,"$37,000,000.00",2.76 acres lot,,
"1888 Kalakaua Ave #505, Honolulu, HI 96815",https://www.zillow.com/homedetails/1888-Kalakaua-Ave-505-Honolulu-HI-96815/2077934842_zpid/,Condo for sale,"$50,000.00",Studio,-- ba,-- sqft
"6770 Hawaii Kai Dr APT 1006, Honolulu, HI 96825",https://www.zillow.com/homedetails/6770-Hawaii-Kai-Dr-APT-1006-Honolulu-HI-96825/82445620_zpid/,Condo for sale,"$485,000.00",2 bds,2 ba,"1,030 sqft"
"66-923 Ulihi Pl, Waialua, HI 96791",https://www.zillow.com/homedetails/66-923-Ulihi-Pl-Waialua-HI-96791/655965_zpid/,House for sale,"$725,000.00",3 bds,2 ba,864 sqft
"909 University Ave APT 105, Honolulu, HI 96826",https://www.zillow.com/homedetails/909-University-Ave-APT-105-Honolulu-HI-96826/82487582_zpid/,Condo for sale,"$319,000.00",2 bds,1 ba,576 sqft
"5005 Kalanianaole Hwy, Honolulu, HI 96821",https://www.zillow.com/homedetails/5005-Kalanianaole-Hwy-Honolulu-HI-96821/611198_zpid/,House for sale,"$3,200,000.00",5 bds,6 ba,"4,291 sqft"
"94-668 Kupuna Lp 1 L, Waipahu, HI 96797",https://www.zillow.com/homedetails/94-668-Kupuna-Lp-1-L-Waipahu-HI-96797/2140154295_zpid/,Condo for sale,"$375,000.00",2 bds,2 ba,803 sqft
"1062 Hoa St, Honolulu, HI 96825",https://www.zillow.com/homedetails/1062-Hoa-St-Honolulu-HI-96825/625586_zpid/,House for sale,"$1,945,000.00",6 bds,7 ba,"4,196 sqft"
"94-1075 Kaaholo St, Waipahu, HI 96797",https://www.zillow.com/homedetails/94-1075-Kaaholo-St-Waipahu-HI-96797/691791_zpid/,House for sale,"$745,000.00",3 bds,2 ba,"1,252 sqft"
"59-379 Ke Nui Rd, Haleiwa, HI 96712",https://www.zillow.com/homedetails/59-379-Ke-Nui-Rd-Haleiwa-HI-96712/654699_zpid/,House for sale,"$14,000,000.00",4 bds,4 ba,"2,386 sqft"
"1288 Ala Moana Blvd #34DE, Honolulu, HI 96814",https://www.zillow.com/homedetails/1288-Ala-Moana-Blvd-34DE-Honolulu-HI-96814/2077798988_zpid/,Condo for sale,"$6,900,000.00",3 bds,3 ba,"3,512 sqft"
"345 Kawaihae St #D, Honolulu, HI 96825",https://www.zillow.com/homedetails/345-Kawaihae-St-D-Honolulu-HI-96825/82512835_zpid/,House for sale,"$875,000.00",3 bds,2 ba,"1,350 sqft"
"5827 Kalanianaole Hwy, Honolulu, HI 96821",https://www.zillow.com/homedetails/5827-Kalanianaole-Hwy-Honolulu-HI-96821/616259_zpid/,House for sale,"$2,289,000.00",6 bds,6 ba,"3,102 sqft"
"3007 Hibiscus Dr, Honolulu, HI 96815",https://www.zillow.com/homedetails/3007-Hibiscus-Dr-Honolulu-HI-96815/600823_zpid/,House for sale,"$1,885,000.00",4 bds,4 ba,"3,842 sqft"
"311 Portlock Rd, Honolulu, HI 96825",https://www.zillow.com/homedetails/311-Portlock-Rd-Honolulu-HI-96825/618604_zpid/,House for sale,"$2,198,000.00",6 bds,4 ba,"4,263 sqft"
"118 Makani Ave, Wahiawa, HI 96786",https://www.zillow.com/homedetails/118-Makani-Ave-Wahiawa-HI-96786/118579961_zpid/,Apartment for sale,"$525,000.00",2 bds,2 ba,938 sqft
"1590 Mahiole St, Honolulu, HI 96819",https://www.zillow.com/homedetails/1590-Mahiole-St-Honolulu-HI-96819/578946_zpid/,House for sale,"$875,000.00",3 bds,2 ba,"1,337 sqft"
"141 Kuailima Dr, Kailua, HI 96734",https://www.zillow.com/homedetails/141-Kuailima-Dr-Kailua-HI-96734/633594_zpid/,House for sale,"$1,750,000.00",5 bds,2 ba,"1,456 sqft"
"45-918 Anoi Rd #A, Kaneohe, HI 96744",https://www.zillow.com/homedetails/45-918-Anoi-Rd-A-Kaneohe-HI-96744/72186438_zpid/,House for sale,"$798,000.00",3 bds,2 ba,"1,198 sqft"
"4612 Aukai Ave, Honolulu, HI 96816",https://www.zillow.com/homedetails/4612-Aukai-Ave-Honolulu-HI-96816/611692_zpid/,House for sale,"$4,999,000.00",5 bds,6 ba,"6,129 sqft"
"92-842 Puhoho St, Kapolei, HI 96707",https://www.zillow.com/homedetails/92-842-Puhoho-St-Kapolei-HI-96707/119095013_zpid/,House for sale,"$899,777.00",4 bds,3 ba,"1,663 sqft"
"46-464 Holonui Pl, Kaneohe, HI 96744",https://www.zillow.com/homedetails/46-464-Holonui-Pl-Kaneohe-HI-96744/645908_zpid/,House for sale,"$1,875,000.00",5 bds,5 ba,"6,029 sqft"
"1 Keahole Pl APT 2302, Honolulu, HI 96825",https://www.zillow.com/homedetails/1-Keahole-Pl-APT-2302-Honolulu-HI-96825/82492202_zpid/,Condo for sale,"$1,100,000.00",3 bds,3 ba,"1,998 sqft"
"7000 Hawaii Kai Dr #3302, Honolulu, HI 96825",https://www.zillow.com/homedetails/7000-Hawaii-Kai-Dr-3302-Honolulu-HI-96825/2077786729_zpid/,Condo for sale,"$529,000.00",1 bd,2 ba,719 sqft
"3311 Beach Rd, Honolulu, HI 96815",https://www.zillow.com/homedetails/3311-Beach-Rd-Honolulu-HI-96815/600881_zpid/,House for sale,"$12,883,000.00",4 bds,5 ba,"3,996 sqft"
"86-301 Hokupaa St, Waianae, HI 96792",https://www.zillow.com/homedetails/86-301-Hokupaa-St-Waianae-HI-96792/664958_zpid/,House for sale,"$249,000.00",3 bds,2 ba,"1,008 sqft"
"62 Makaweli St, Honolulu, HI 96825",https://www.zillow.com/homedetails/62-Makaweli-St-Honolulu-HI-96825/619077_zpid/,House for sale,"$1,895,000.00",5 bds,5 ba,"3,715 sqft"
"1101 Kukulu St UNIT 45, Kapolei, HI 96707",https://www.zillow.com/homedetails/1101-Kukulu-St-UNIT-45-Kapolei-HI-96707/121874923_zpid/,House for sale,"$735,000.00",3 bds,3 ba,"1,347 sqft"
"91-211 Niukahiki Pl #63, Ewa Beach, HI 96706",https://www.zillow.com/homedetails/91-211-Niukahiki-Pl-63-Ewa-Beach-HI-96706/51613141_zpid/,Condo for sale,"$530,000.00",3 bds,3 ba,"1,268 sqft"
"239 Panio St, Honolulu, HI 96821",https://www.zillow.com/homedetails/239-Panio-St-Honolulu-HI-96821/616678_zpid/,House for sale,"$995,000.00",3 bds,2 ba,"1,703 sqft"
"640 Hakaka St, Honolulu, HI 96816",https://www.zillow.com/homedetails/640-Hakaka-St-Honolulu-HI-96816/601131_zpid/,House for sale,"$3,900,000.00",4 bds,5 ba,"4,367 sqft"
"1511 Makiki St, Honolulu, HI 96822",https://www.zillow.com/homedetails/1511-Makiki-St-Honolulu-HI-96822/82465970_zpid/,Apartment for sale,"$1,250,000.00",4 bds,2 ba,"1,540 sqft"
"1398 Nanialii St, Kailua, HI 96734",https://www.zillow.com/homedetails/1398-Nanialii-St-Kailua-HI-96734/61179976_zpid/,House for sale,"$1,379,000.00",4 bds,3 ba,"2,123 sqft"
"977 Alahaki St, Kailua, HI 96734",https://www.zillow.com/homedetails/977-Alahaki-St-Kailua-HI-96734/630387_zpid/,House for sale,"$1,175,000.00",6 bds,3 ba,"2,423 sqft"
"91-1001 Keaunui Dr UNIT 225, Ewa Beach, HI 96706",https://www.zillow.com/homedetails/91-1001-Keaunui-Dr-UNIT-225-Ewa-Beach-HI-96706/117439480_zpid/,House for sale,"$630,000.00",3 bds,3 ba,"1,287 sqft"
"2465 Lamaku Pl, Honolulu, HI 96816",https://www.zillow.com/homedetails/2465-Lamaku-Pl-Honolulu-HI-96816/610052_zpid/,House for sale,"$939,000.00",3 bds,3 ba,"1,632 sqft"
"92-707 Palailai St, Kapolei, HI 96707",https://www.zillow.com/homedetails/92-707-Palailai-St-Kapolei-HI-96707/679110_zpid/,House for sale,"$599,000.00",3 bds,3 ba,"1,692 sqft"
"2147 Kaumualii St APT A, Honolulu, HI 96819",https://www.zillow.com/homedetails/2147-Kaumualii-St-APT-A-Honolulu-HI-96819/581474_zpid/,House for sale,"$699,999.00",4 bds,4 ba,"1,725 sqft"
"3314 Halelani Dr, Honolulu, HI 96822",https://www.zillow.com/homedetails/3314-Halelani-Dr-Honolulu-HI-96822/596663_zpid/,House for sale,"$1,399,000.00",3 bds,2 ba,"2,067 sqft"
"92-1145 Panana St APT 1602, Kapolei, HI 96707",https://www.zillow.com/homedetails/92-1145-Panana-St-APT-1602-Kapolei-HI-96707/72210572_zpid/,Townhouse for sale,"$679,000.00",4 bds,4 ba,"1,759 sqft"
"1651 Leilehua Ln, Honolulu, HI 96813",https://www.zillow.com/homedetails/1651-Leilehua-Ln-Honolulu-HI-96813/590009_zpid/,House for sale,"$740,000.00",2 bds,2 ba,"1,117 sqft"
"1227 Koloa St, Honolulu, HI 96816",https://www.zillow.com/homedetails/1227-Koloa-St-Honolulu-HI-96816/611759_zpid/,House for sale,"$2,950,000.00",3 bds,3 ba,"3,265 sqft"
"311 Mamaki St, Honolulu, HI 96821",https://www.zillow.com/homedetails/311-Mamaki-St-Honolulu-HI-96821/616691_zpid/,House for sale,"$1,325,000.00",3 bds,2 ba,"1,505 sqft"
"5531 Kalanianaole Hwy, Honolulu, HI 96821",https://www.zillow.com/homedetails/5531-Kalanianaole-Hwy-Honolulu-HI-96821/616241_zpid/,House for sale,"$2,695,000.00",4 bds,3 ba,"2,890 sqft"
"1189 Kaeleku St, Honolulu, HI 96825",https://www.zillow.com/homedetails/1189-Kaeleku-St-Honolulu-HI-96825/624030_zpid/,House for sale,"$1,018,000.00",5 bds,3 ba,"2,379 sqft"
"95-100430 Kipapa Dr #430, Mililani, HI 96789",https://www.zillow.com/homedetails/95-100430-Kipapa-Dr-430-Mililani-HI-96789/2078142517_zpid/,Townhouse for sale,"$535,000.00",3 bds,3 ba,"1,408 sqft"
"98-312 312 Kaonohi St #3-322, Aiea, HI 96701",https://www.zillow.com/homedetails/98-312-312-Kaonohi-St-3-322-Aiea-HI-96701/72198826_zpid/,Townhouse for sale,"$179,900.00",3 bds,3 ba,"1,356 sqft"
"215 Hawaii Loa St, Honolulu, HI 96821",https://www.zillow.com/homedetails/215-Hawaii-Loa-St-Honolulu-HI-96821/616502_zpid/,House for sale,"$1,175,000.00",3 bds,2 ba,"1,988 sqft"
"3239 Noela Dr, Honolulu, HI 96815",https://www.zillow.com/homedetails/3239-Noela-Dr-Honolulu-HI-96815/2079922008_zpid/,House for sale,"$14,800,000.00",8 bds,12 ba,"17,881 sqft"
"253 Ainahou St, Honolulu, HI 96825",https://www.zillow.com/homedetails/253-Ainahou-St-Honolulu-HI-96825/622252_zpid/,House for sale,"$2,388,000.00",4 bds,4 ba,"2,869 sqft"
"7545 Manulele Pl, Honolulu, HI 96825",https://www.zillow.com/homedetails/7545-Manulele-Pl-Honolulu-HI-96825/623354_zpid/,House for sale,"$1,135,000.00",4 bds,3 ba,"2,286 sqft"
"4205 Kahala Ave, Honolulu, HI 96816",https://www.zillow.com/homedetails/4205-Kahala-Ave-Honolulu-HI-96816/59790638_zpid/,House for sale,"$1,885,000.00",6 bds,3 ba,"2,353 sqft"
"3524 Likini St, Honolulu, HI 96818",https://www.zillow.com/homedetails/3524-Likini-St-Honolulu-HI-96818/577551_zpid/,House for sale,"$899,000.00",5 bds,2 ba,"2,127 sqft"
"1750 Kalakaua Ave APT 3704, Honolulu, HI 96826",https://www.zillow.com/homedetails/1750-Kalakaua-Ave-APT-3704-Honolulu-HI-96826/119699043_zpid/,Condo for sale,"$199,000.00",4 bds,2 ba,"1,065 sqft"
"438 Portlock Rd, Honolulu, HI 96825",https://www.zillow.com/homedetails/438-Portlock-Rd-Honolulu-HI-96825/618827_zpid/,House for sale,"$1,795,000.00",7 bds,5 ba,"3,580 sqft"
"91-1145 Kanela St #M-6, Ewa Beach, HI 96706",https://www.zillow.com/homedetails/91-1145-Kanela-St-M-6-Ewa-Beach-HI-96706/68134301_zpid/,House for sale,"$599,000.00",3 bds,3 ba,"1,276 sqft"
"410 Nahua St APT 204, Honolulu, HI 96815",https://www.zillow.com/homedetails/410-Nahua-St-APT-204-Honolulu-HI-96815/2077933256_zpid/,Condo for sale,"$60,000.00",1 bd,1 ba,468 sqft
"1164 Hind Iuka Dr, Honolulu, HI 96821",https://www.zillow.com/homedetails/1164-Hind-Iuka-Dr-Honolulu-HI-96821/616172_zpid/,House for sale,"$1,250,000.00",7 bds,5 ba,"3,578 sqft"
"4014 Palua Pl #2, Honolulu, HI 96816",https://www.zillow.com/homedetails/4014-Palua-Pl-2-Honolulu-HI-96816/68131410_zpid/,House for sale,"$1,075,000.00",3 bds,2 ba,"1,512 sqft"
"7425 Mokuhano Pl, Honolulu, HI 96825",https://www.zillow.com/homedetails/7425-Mokuhano-Pl-Honolulu-HI-96825/623275_zpid/,House for sale,"$1,424,500.00",4 bds,4 ba,"2,685 sqft"
"55 S Kukui St APT D-1514, Honolulu, HI 96813",https://www.zillow.com/homedetails/55-S-Kukui-St-APT-D-1514-Honolulu-HI-96813/82501724_zpid/,Condo for sale,"$475,000.00",2 bds,1 ba,888 sqft
"5949 Kalanianaole Hwy APT D, Honolulu, HI 96821",https://www.zillow.com/homedetails/5949-Kalanianaole-Hwy-APT-D-Honolulu-HI-96821/617682_zpid/,House for sale,"$8,000,000.00",5 bds,6 ba,"7,995 sqft"
"91-243 Louluhiwa Pl, Kapolei, HI 96707",https://www.zillow.com/homedetails/91-243-Louluhiwa-Pl-Kapolei-HI-96707/51613662_zpid/,House for sale,"$795,000.00",5 bds,3 ba,"1,871 sqft"
"691 Kaulana Pl, Honolulu, HI 96821",https://www.zillow.com/homedetails/691-Kaulana-Pl-Honolulu-HI-96821/617238_zpid/,House for sale,"$2,925,000.00",4 bds,5 ba,"4,428 sqft"
"94-173 Kapuahi Pl, Mililani, HI 96789",https://www.zillow.com/homedetails/94-173-Kapuahi-Pl-Mililani-HI-96789/685913_zpid/,House for sale,"$989,000.00",4 bds,2 ba,"2,020 sqft"
"5641 Kalanianaole Hwy, Honolulu, HI 96821",https://www.zillow.com/homedetails/5641-Kalanianaole-Hwy-Honolulu-HI-96821/59790892_zpid/,House for sale,"$6,800,000.00",4 bds,6 ba,"4,705 sqft"
"4111 Kaimuki Ave, Honolulu, HI 96816",https://www.zillow.com/homedetails/4111-Kaimuki-Ave-Honolulu-HI-96816/604075_zpid/,House for sale,"$1,399,000.00",6 bds,4 ba,"2,775 sqft"
"1341 Hoakoa Pl, Honolulu, HI 96821",https://www.zillow.com/homedetails/1341-Hoakoa-Pl-Honolulu-HI-96821/612183_zpid/,House for sale,"$929,000.00",3 bds,2 ba,"1,176 sqft"
"92-1120 Panana St APT 311, Kapolei, HI 96707",https://www.zillow.com/homedetails/92-1120-Panana-St-APT-311-Kapolei-HI-96707/72196630_zpid/,Condo for sale,"$375,000.00",2 bds,2 ba,887 sqft
"2274 Aamanu St, Pearl City, HI 96782",https://www.zillow.com/homedetails/2274-Aamanu-St-Pearl-City-HI-96782/703524_zpid/,House for sale,"$750,000.00",4 bds,2 ba,"1,600 sqft"
"3310 Niolopua Dr, Honolulu, HI 96817",https://www.zillow.com/homedetails/3310-Niolopua-Dr-Honolulu-HI-96817/592480_zpid/,House for sale,"$1,750,000.00",5 bds,5 ba,"3,581 sqft"
"846 Maniniholo St, Honolulu, HI 96825",https://www.zillow.com/homedetails/846-Maniniholo-St-Honolulu-HI-96825/621532_zpid/,House for sale,"$939,000.00",3 bds,3 ba,"1,564 sqft"
"4320 Papu Cir, Honolulu, HI 96816",https://www.zillow.com/homedetails/4320-Papu-Cir-Honolulu-HI-96816/601100_zpid/,House for sale,"$2,600,000.00",5 bds,6 ba,"4,000 sqft"
"1 Lumahai St #A, Honolulu, HI 96825",https://www.zillow.com/homedetails/1-Lumahai-St-A-Honolulu-HI-96825/618808_zpid/,House for sale,"$3,900,000.00",5 bds,5 ba,"4,140 sqft"
"84-514 Manuku St, Waianae, HI 96792",https://www.zillow.com/homedetails/84-514-Manuku-St-Waianae-HI-96792/662601_zpid/,House for sale,"$419,000.00",3 bds,3 ba,"1,272 sqft"
"1129 2nd Ave, Honolulu, HI 96816",https://www.zillow.com/homedetails/1129-2nd-Ave-Honolulu-HI-96816/601359_zpid/,House for sale,"$659,000.00",2 bds,1 ba,606 sqft
"7018 Hawaii Kai Dr UNIT 406, Honolulu, HI 96825",https://www.zillow.com/homedetails/7018-Hawaii-Kai-Dr-UNIT-406-Honolulu-HI-96825/2130057624_zpid/,Townhouse for sale,"$748,000.00",3 bds,4 ba,"1,377 sqft"
"91-1107 Waikai St, Ewa Beach, HI 96706",https://www.zillow.com/homedetails/91-1107-Waikai-St-Ewa-Beach-HI-96706/92359110_zpid/,House for sale,"$1,488,000.00",5 bds,5 ba,"3,539 sqft"
"210 Paiko Dr, Honolulu, HI 96821",https://www.zillow.com/homedetails/210-Paiko-Dr-Honolulu-HI-96821/617628_zpid/,House for sale,"$4,750,000.00",4 bds,3 ba,"3,194 sqft"
"824 Lopez Ln APT A, Honolulu, HI 96817",https://www.zillow.com/homedetails/824-Lopez-Ln-APT-A-Honolulu-HI-96817/585170_zpid/,House for sale,"$434,900.00",3 bds,1 ba,764 sqft
"91-1029 Palala St, Kapolei, HI 96707",https://www.zillow.com/homedetails/91-1029-Palala-St-Kapolei-HI-96707/673228_zpid/,House for sale,"$528,888.00",3 bds,3 ba,"1,261 sqft"
"1853 Kalihi St, Honolulu, HI 96819",https://www.zillow.com/homedetails/1853-Kalihi-St-Honolulu-HI-96819/582972_zpid/,House for sale,"$685,000.00",8 bds,3 ba,"2,125 sqft"
